business_type,target_demographic,target_location,campaign_budget_lkr,campaign_goal,listing_type,placement_name,channel_type,district,base_cost_lkr,primary_audience,estimated_reach,historical_ctr,historical_roi,historical_conversion_rate,previous_bookings,budget_gap_lkr,audience_match_score,location_match_score,channel_match_score,reach_to_cost_ratio,match_score
Travel & Tourism,All Ages,Bambalapitiya,60564,Customer Retention,Print Publication Ad,Newspaper Full Page,Print,Colombo,37926,All Ages,161824,0.0148,0.93,0.0426,13,22638,1.0,0.9988,0.5804,4.266835,0.4601
Entertainment,45-54,Colombo Fort,115383,Lead Generation,Cinema Advertising,Tickets Ad,Cinema,Colombo,82996,45-54,110684,0.0164,0.93,0.0436,50,32387,0.8816,0.8272,0.7505,1.333606,0.7005
Technology,35-44,Dehiwala,328655,Brand Awareness,Cinema Advertising,Concession Ad,Cinema,Colombo,104184,35-44,47687,0.0222,0.92,0.0523,25,224471,0.744,0.7624,0.8601,0.457719,0.6954
E-commerce,Affluent,Mahabage,236321,Customer Retention,Native / Sponsored Content,Featured Content,Digital,Gampaha,73759,Affluent,57868,0.043,0.83,0.0734,41,162562,0.9356,0.6299,0.5339,0.784555,0.6556
E-commerce,45-54,Divulapitiya,156426,Lead Generation,Native / Sponsored Content,Partner Post,Digital,Gampaha,107673,45-54,137721,0.0305,0.91,0.0478,10,48753,0.964,0.644,0.8218,1.279067,0.6139
Retail,35-44,Nugegoda,97188,Event Promotion,Newsletter Ad,Special Edition,Digital,Colombo,54677,35-44,106055,0.0606,1.1,0.0626,7,42511,0.9496,0.8839,0.5252,1.939664,0.8118
Fashion,18-24,Mount Lavinia,98066,Event Promotion,Digital Out-of-Home Screen,Street Level Digital,Digital,Colombo,255884,18-24,129257,0.0288,0.63,0.042,23,-157818,0.8337,0.751,0.6284,0.505139,0.5495
Fashion,All Ages,Kadawatha,57677,App Downloads,Retail & Premises Signage,Counter Display,Outdoor,Gampaha,48839,All Ages,15356,0.0241,0.46,0.0452,31,8838,1.0,0.5213,0.6067,0.314421,0.7066
Education,35-44,Wattala,639004,Product Launch,Native / Sponsored Content,Article Sponsorship,Digital,Gampaha,33271,35-44,95388,0.0377,1.02,0.0581,33,605733,0.9284,0.8149,0.5532,2.867001,0.6461
Education,Families,Negombo,72319,Customer Retention,Retail & Premises Signage,Window Display,Visual,Gampaha,190627,Families,12879,0.027,0.65,0.0572,25,-118308,1.0,0.8357,0.7874,0.067561,0.6421
E-commerce,45-54,Mathugama,189989,Sales Conversion,Print Publication Ad,Classified,Digital,Kalutara,61006,45-54,44526,0.0104,0.46,0.0564,18,128983,1.0,0.4463,0.8269,0.729863,0.5565
Automotive,25-34,Negombo,74047,Website Traffic,Print Publication Ad,Magazine Full Page,Print,Gampaha,18963,25-34,56506,0.0182,1.13,0.0635,41,55084,0.9093,0.7054,0.6236,2.979803,0.7043
Technology,45-54,Bandaragama,510825,Product Launch,Retail & Premises Signage,Counter Display,Visual,Kalutara,118247,45-54,8802,0.0214,1.02,0.0521,33,392578,1.0,0.6357,0.925,0.074437,0.8167
FMCG,18-24,Kandana,95438,Customer Retention,Retail & Premises Signage,Window Display,Visual,Gampaha,48489,18-24,10263,0.0258,0.52,0.0365,8,46949,0.9689,0.8421,0.5234,0.211656,0.5513
Luxury Goods,35-44,Kandana,530970,Product Launch,Social Media Placement,TikTok Feed,Digital,Gampaha,59466,35-44,339223,0.0286,1.5,0.0577,29,471504,1.0,0.7397,0.9196,5.704487,0.7001
FMCG,25-34,Panadura,244719,Brand Awareness,Digital Out-of-Home Screen,Airport Digital Display,Digital,Kalutara,191883,25-34,11201,0.0259,0.72,0.0738,47,52836,0.847,0.3943,0.7076,0.058374,0.4107
Telecommunications,45-54,Bambalapitiya,334691,Lead Generation,Cinema Advertising,Lobby Display,Cinema,Colombo,153601,45-54,126767,0.0159,0.7,0.0568,9,181090,1.0,0.7792,0.7893,0.825301,0.5177
Healthcare,35-44,Battaramulla,36152,Website Traffic,Radio Spot,Evening Drive,Audio,Colombo,69826,35-44,300377,0.0304,0.95,0.0698,18,-33674,1.0,0.8258,0.6338,4.301793,0.5762
Travel & Tourism,25-34,Dehiwala,659481,Product Launch,Outdoor Static Structure,Highway Billboard,Digital,Colombo,108084,25-34,125949,0.0155,0.66,0.0589,21,551397,0.8761,0.9899,0.5689,1.165288,0.606
Retail,All Ages,Pettah,124438,Event Promotion,TV Spot,Prime Time,Audio,Colombo,104717,All Ages,698792,0.0261,0.71,0.0539,33,19721,0.9174,0.7629,0.5896,6.673148,0.5298
Real Estate,45-54,Pettah,119403,Sales Conversion,Outdoor Static Structure,City Center Billboard,Digital,Colombo,74227,45-54,43786,0.0177,0.99,0.0456,16,45176,1.0,0.9023,0.6512,0.589893,0.7547
Hospitality,35-44,Kadawatha,82963,Website Traffic,Digital Out-of-Home Screen,Digital Billboard,Digital,Gampaha,114395,35-44,58734,0.0365,1.34,0.0526,41,-31432,1.0,0.8355,0.5096,0.513432,0.6468
Technology,45-54,Ja-Ela,129268,Sales Conversion,Vehicle Wrap Media,Bus Wrap,Outdoor,Gampaha,42406,45-54,64978,0.0244,0.68,0.0421,14,86862,1.0,0.5077,0.7542,1.532283,0.7187
Real Estate,18-24,Mahabage,187318,Sales Conversion,TV Spot,Daytime,Audio,Gampaha,244310,18-24,486961,0.023,0.26,0.0385,41,-56992,0.9348,0.5821,0.6181,1.993209,0.4577
Luxury Goods,45-54,Pettah,261934,Product Launch,Print Publication Ad,Magazine Full Page,Print,Colombo,15455,45-54,49602,0.0162,1.28,0.0496,24,246479,0.794,0.8977,0.5228,3.209447,0.8137
Education,35-44,Kollupitiya,51923,Website Traffic,Newsletter Ad,Weekly Newsletter,Print,Colombo,3904,35-44,19214,0.0484,1.0,0.0549,19,48019,0.9981,0.7593,0.6638,4.921619,0.6698
FMCG,18-24,Minuwangoda,155941,App Downloads,Event Sponsorship,Cocktail Sponsor,Event,Gampaha,480480,18-24,18018,0.0312,0.6,0.0268,5,-324539,0.9291,0.7581,0.5012,0.0375,0.6015
E-commerce,Young Professionals,Mahabage,128939,App Downloads,Native / Sponsored Content,Sponsored Video,Digital,Gampaha,91551,Young Professionals,24998,0.0515,0.72,0.0645,10,37388,0.7978,0.7126,0.5833,0.27305,0.5416
Food & Beverage,35-44,Bambalapitiya,319487,Brand Awareness,Outdoor Static Structure,Highway Billboard,Digital,Colombo,169935,35-44,59875,0.0253,0.93,0.0464,47,149552,1.0,0.9687,0.6595,0.352341,0.7861
Healthcare,Families,Battaramulla,156324,Brand Awareness,Cinema Advertising,Intermission Ad,Cinema,Colombo,220758,Families,71965,0.0204,0.72,0.0457,48,-64434,0.9002,0.8152,0.8469,0.32599,0.5919
Automotive,45-54,Wellawatte,86560,App Downloads,Radio Spot,Morning Drive,Audio,Colombo,32951,45-54,274925,0.0112,0.76,0.0494,53,53609,0.8979,0.7024,0.8414,8.343449,0.5399
Technology,All Ages,Minuwangoda,126808,Lead Generation,Native / Sponsored Content,Review Sponsorship,Digital,Gampaha,62893,All Ages,104676,0.0362,1.32,0.0616,16,63915,1.0,0.5226,0.8302,1.664351,0.6291
E-commerce,35-44,Maradana,119611,Event Promotion,Digital Out-of-Home Screen,Train Station Screen,Digital,Colombo,120419,35-44,133652,0.0332,1.15,0.0761,6,-808,0.8712,0.9343,0.9462,1.109891,0.746
Automotive,55+,Divulapitiya,111067,App Downloads,Newsletter Ad,Special Edition,Digital,Gampaha,21849,55+,66615,0.0361,0.58,0.0385,44,89218,0.7321,0.5575,0.5252,3.048881,0.6724
Food & Beverage,55+,Divulapitiya,236893,Sales Conversion,Vehicle Wrap Media,Van Wrap,Visual,Gampaha,139904,55+,48521,0.0205,0.61,0.0413,8,96989,0.9603,0.7909,0.6269,0.346816,0.6608
Hospitality,35-44,Dodangoda,257470,Brand Awareness,Newsletter Ad,Promotional Email,Digital,Kalutara,12812,35-44,19945,0.0528,1.19,0.062,35,244658,0.99,0.6762,0.905,1.556744,0.7362
Automotive,25-34,Dehiwala,149909,Sales Conversion,Radio Spot,Prime Time Slot,Audio,Colombo,24269,25-34,344733,0.0231,1.24,0.0596,37,125640,0.7536,0.8368,0.929,14.204664,0.6797
Financial Services,55+,Katunayake,121396,Sales Conversion,Social Media Placement,Instagram Story,Digital,Gampaha,56181,55+,84919,0.0213,0.65,0.0382,34,65215,0.7022,0.8221,0.8956,1.511525,0.4524
Technology,45-54,Kollupitiya,209915,Sales Conversion,Web Display Inventory,Video Ad,Digital,Colombo,35910,45-54,276650,0.0293,0.79,0.0425,16,174005,0.9172,0.7401,0.7202,7.703982,0.7422
Healthcare,18-24,Kalutara Town,72909,Event Promotion,TV Spot,Weekend,Audio,Kalutara,160989,18-24,183074,0.0244,0.17,0.0346,6,-88080,0.8878,0.3574,0.7975,1.137183,0.5803
Travel & Tourism,18-24,Wellawatte,554413,Product Launch,TV Spot,Daytime,Audio,Colombo,266922,18-24,613761,0.0249,0.59,0.0433,39,287491,0.8471,0.7725,0.5006,2.299402,0.7616
Real Estate,35-44,Minuwangoda,584015,Product Launch,Web Display Inventory,Banner Ad,Digital,Gampaha,13276,35-44,184684,0.0319,1.55,0.0573,21,570739,0.9045,0.8136,0.8877,13.911118,0.7576
Travel & Tourism,35-44,Colombo Fort,140627,Customer Retention,Cinema Advertising,Intermission Ad,Cinema,Colombo,179087,35-44,116865,0.0285,1.11,0.0606,30,-38460,1.0,0.8471,0.5179,0.65256,0.5798
FMCG,35-44,Gampaha Town,211836,Customer Retention,TV Spot,Daytime,Audio,Gampaha,107687,35-44,437472,0.0286,1.02,0.0289,5,104149,0.9872,0.842,0.8585,4.06244,0.6593
Entertainment,25-34,Mount Lavinia,113402,Customer Retention,TV Spot,Sports Program,Audio,Colombo,151411,25-34,179726,0.0399,0.79,0.0627,37,-38009,0.8482,0.7636,0.6531,1.187008,0.6524
Telecommunications,Families,Katunayake,126139,Lead Generation,Retail & Premises Signage,Window Display,Visual,Gampaha,151487,Families,21127,0.024,1.02,0.0492,14,-25348,1.0,0.5276,0.6246,0.139464,0.533
Food & Beverage,All Ages,Colombo Fort,89393,Website Traffic,Digital Out-of-Home Screen,Mall Digital Screen,Digital,Colombo,162207,All Ages,38314,0.0289,1.09,0.0498,15,-72814,1.0,0.9305,0.8613,0.236204,0.723
Real Estate,25-34,Dehiwala,113666,Website Traffic,Social Media Placement,Instagram Story,Digital,Colombo,85098,25-34,191426,0.0296,1.02,0.0603,26,28568,0.9832,0.7759,0.783,2.249477,0.7377
Education,45-54,Nugegoda,245533,Customer Retention,Social Media Placement,Instagram Story,Digital,Colombo,16792,45-54,617936,0.0347,0.82,0.0491,12,228741,0.8823,0.9417,0.5042,36.799428,0.646
Technology,25-34,Battaramulla,50786,Event Promotion,Retail & Premises Signage,Storefront Display,Visual,Colombo,44270,25-34,53915,0.0258,0.57,0.0801,12,6516,0.8982,0.7104,0.7109,1.217868,0.5274
Retail,18-24,Kandana,106793,Lead Generation,Radio Spot,Prime Time Slot,Audio,Gampaha,35261,18-24,42849,0.0151,0.57,0.0346,12,71532,0.9219,0.8227,0.8558,1.215195,0.6486
Automotive,25-34,Kadawatha,184240,Brand Awareness,Digital Out-of-Home Screen,Digital Billboard,Outdoor,Gampaha,115650,25-34,34903,0.0352,0.88,0.0717,49,68590,0.9605,0.59,0.7781,0.301799,0.8014
Entertainment,45-54,Ingiriya,189973,Product Launch,Retail & Premises Signage,Storefront Display,Visual,Kalutara,67405,45-54,6600,0.0177,1.34,0.0481,41,122568,0.874,0.4824,0.5174,0.097916,0.6367
Entertainment,45-54,Kalutara Town,472411,Brand Awareness,Outdoor Static Structure,City Center Billboard,Outdoor,Kalutara,36142,45-54,13425,0.0151,0.92,0.0635,50,436269,0.6782,0.5065,0.8112,0.371451,0.595
Hospitality,55+,Ja-Ela,289415,Brand Awareness,Web Display Inventory,Interstitial Ad,Digital,Gampaha,32915,55+,125745,0.0165,0.85,0.0355,33,256500,0.8525,0.5737,0.8134,3.820295,0.6366
Luxury Goods,Families,Nugegoda,214371,Brand Awareness,Retail & Premises Signage,In-Store Digital,Outdoor,Colombo,47482,Families,12734,0.0246,0.37,0.0641,43,166889,0.9253,0.894,0.6578,0.268186,0.706
Retail,Families,Gampaha Town,340087,Lead Generation,Event Sponsorship,Session Sponsor,Event,Gampaha,204347,Families,8089,0.0524,1.0,0.0572,14,135740,0.8332,0.5032,0.5901,0.039585,0.7331
FMCG,55+,Dodangoda,265012,Lead Generation,Outdoor Static Structure,Street Pole Banner,Digital,Kalutara,94853,55+,12168,0.0119,0.66,0.0457,24,170159,0.9359,0.4595,0.8377,0.128283,0.614
Food & Beverage,Families,Negombo,303548,Lead Generation,TV Spot,Sports Program,Audio,Gampaha,350398,Families,229804,0.0259,1.1,0.0475,25,-46850,1.0,0.5619,0.7664,0.655837,0.7707
Telecommunications,45-54,Mahabage,285391,Brand Awareness,Newsletter Ad,Monthly Newsletter,Print,Gampaha,14383,45-54,10650,0.0362,0.97,0.0611,21,271008,0.7001,0.5472,0.5117,0.740457,0.6152
Education,55+,Bandaragama,137876,Event Promotion,Outdoor Static Structure,Transit Shelter,Outdoor,Kalutara,60715,55+,11919,0.0101,0.73,0.0414,23,77161,0.7572,0.6364,0.5658,0.196311,0.5759
Real Estate,Affluent,Divulapitiya,678174,Product Launch,Event Sponsorship,Exhibition Booth,Event,Gampaha,248571,Affluent,9910,0.0324,1.5,0.0731,4,429603,1.0,0.6121,0.6724,0.039868,0.6543
Technology,55+,Mount Lavinia,107338,Event Promotion,Native / Sponsored Content,Featured Content,Digital,Colombo,40412,55+,66396,0.0152,0.71,0.0432,19,66926,0.6502,0.811,0.8721,1.642977,0.4985
Financial Services,45-54,Kandana,323628,Product Launch,Digital Out-of-Home Screen,Mall Digital Screen,Outdoor,Gampaha,84234,45-54,25480,0.0388,0.96,0.0367,16,239394,0.9317,0.8451,0.5142,0.302491,0.5986
Real Estate,18-24,Gampaha Town,150488,App Downloads,Native / Sponsored Content,Partner Post,Digital,Gampaha,84700,18-24,111209,0.0178,0.58,0.0359,7,65788,0.7981,0.5903,0.5687,1.312975,0.5183
Technology,45-54,Kandana,431546,Product Launch,Event Sponsorship,Session Sponsor,Event,Gampaha,97040,45-54,26615,0.0393,0.8,0.0517,21,334506,0.9819,0.7337,0.7996,0.274268,0.8209
E-commerce,18-24,Aluthgama,286222,Sales Conversion,Vehicle Wrap Media,Car Wrap,Outdoor,Kalutara,52474,18-24,18969,0.0288,0.58,0.0379,4,233748,0.8592,0.4261,0.8938,0.361493,0.6258
Hospitality,18-24,Bambalapitiya,670453,Product Launch,Vehicle Wrap Media,Van Wrap,Outdoor,Colombo,37756,18-24,24847,0.0238,0.59,0.0391,39,632697,0.8919,0.93,0.8654,0.658094,0.7561
Telecommunications,18-24,Divulapitiya,193139,App Downloads,Print Publication Ad,Newspaper Half Page,Print,Gampaha,62472,18-24,44879,0.0109,0.71,0.0316,47,130667,0.986,0.6826,0.7427,0.718386,0.4321
Education,55+,Nugegoda,42186,Website Traffic,Newsletter Ad,Monthly Newsletter,Print,Colombo,26773,55+,33248,0.029,0.63,0.0428,42,15413,0.9638,0.9276,0.5439,1.241848,0.7426
Fashion,18-24,Bambalapitiya,116708,Lead Generation,Social Media Placement,LinkedIn Feed,Digital,Colombo,24166,18-24,580884,0.0325,0.41,0.0367,36,92542,0.8332,0.7084,0.6736,24.037242,0.4531
Retail,25-34,Kollupitiya,64660,Event Promotion,TV Spot,Weekend,Audio,Colombo,172786,25-34,595784,0.0328,0.96,0.0656,29,-108126,0.7678,0.7548,0.5328,3.448103,0.5559
Entertainment,18-24,Kadawatha,212447,Sales Conversion,Radio Spot,Morning Drive,Audio,Gampaha,45598,18-24,235367,0.015,0.4,0.0332,11,166849,1.0,0.6533,0.8492,5.161783,0.5771
Hospitality,35-44,Beruwala,85118,Lead Generation,Radio Spot,Weekend Slot,Audio,Kalutara,22868,35-44,213454,0.0301,1.28,0.0581,16,62250,0.903,0.3552,0.5595,9.334179,0.5779
Technology,25-34,Dehiwala,91932,App Downloads,Retail & Premises Signage,Storefront Display,Visual,Colombo,127324,25-34,38840,0.0396,1.24,0.0712,33,-35392,0.9697,0.7276,0.525,0.305049,0.6897
Fashion,Young Professionals,Bulathsinhala,178992,Event Promotion,Social Media Placement,Twitter/X Feed,Digital,Kalutara,93334,Young Professionals,37818,0.0422,0.88,0.0625,44,85658,0.9191,0.6042,0.7354,0.40519,0.7206
Financial Services,25-34,Bandaragama,65777,Website Traffic,Retail & Premises Signage,Storefront Display,Visual,Kalutara,135912,25-34,18152,0.0287,1.17,0.0693,50,-70135,0.8793,0.6047,0.548,0.133557,0.566
Hospitality,35-44,Negombo,172892,Product Launch,Outdoor Static Structure,Street Pole Banner,Digital,Gampaha,125046,35-44,34857,0.0184,1.48,0.0522,40,47846,0.8617,0.6552,0.5261,0.278753,0.5478
Automotive,55+,Pettah,315335,Brand Awareness,Social Media Placement,Twitter/X Feed,Digital,Colombo,47984,55+,505181,0.0174,0.68,0.0406,44,267351,1.0,0.8021,0.6452,10.528114,0.6135
Food & Beverage,Students,Dehiwala,128976,Website Traffic,Print Publication Ad,Magazine Spread,Print,Colombo,61931,Students,77670,0.0134,0.35,0.0247,12,67045,1.0,0.9907,0.848,1.254138,0.7421
Real Estate,45-54,Kandana,224592,Lead Generation,Web Display Inventory,Banner Ad,Digital,Gampaha,44722,45-54,263150,0.0213,0.72,0.0503,22,179870,0.8861,0.8045,0.8358,5.884129,0.6033
Healthcare,35-44,Minuwangoda,406431,Brand Awareness,Digital Out-of-Home Screen,Airport Digital Display,Outdoor,Gampaha,136958,35-44,87021,0.0299,1.14,0.0569,10,269473,0.9162,0.5773,0.5693,0.635385,0.5755
Food & Beverage,55+,Gampaha Town,429357,Product Launch,Print Publication Ad,Classified,Digital,Gampaha,46298,55+,210373,0.0105,0.62,0.0357,36,383059,0.9027,0.6145,0.6481,4.54389,0.5744
Healthcare,45-54,Kollupitiya,131938,Event Promotion,Web Display Inventory,Sidebar Ad,Digital,Colombo,37336,45-54,304178,0.0316,0.67,0.0482,29,94602,1.0,0.8804,0.6563,8.147043,0.6579
Education,Families,Ja-Ela,173538,Brand Awareness,Native / Sponsored Content,Article Sponsorship,Digital,Gampaha,75332,Families,58060,0.0272,0.88,0.0533,9,98206,0.9501,0.5391,0.7881,0.770722,0.6244
Luxury Goods,45-54,Battaramulla,86153,Customer Retention,Cinema Advertising,Tickets Ad,Cinema,Colombo,213236,45-54,120827,0.0185,1.16,0.0586,13,-127083,0.8539,0.756,0.5461,0.566635,0.61
Luxury Goods,Affluent,Bambalapitiya,51789,Website Traffic,Outdoor Static Structure,Highway Billboard,Outdoor,Colombo,117065,Affluent,38398,0.0263,1.3,0.0795,70,-65276,0.8332,0.9333,0.7217,0.328006,0.5298
Travel & Tourism,35-44,Katunayake,105439,Event Promotion,Event Sponsorship,Session Sponsor,Event,Gampaha,226529,35-44,5923,0.0328,1.14,0.0626,17,-121090,1.0,0.5646,0.6229,0.026147,0.7296
E-commerce,All Ages,Katunayake,204464,Sales Conversion,Native / Sponsored Content,Sponsored Video,Digital,Gampaha,81269,All Ages,77417,0.0273,0.84,0.0635,9,123195,1.0,0.7531,0.5131,0.952602,0.6367
Technology,35-44,Dodangoda,415601,Brand Awareness,Outdoor Static Structure,Building Wrap,Outdoor,Kalutara,46647,35-44,17932,0.0226,1.46,0.0493,23,368954,0.9975,0.3147,0.5835,0.384419,0.6021
Technology,45-54,Bambalapitiya,222979,Brand Awareness,Social Media Placement,Instagram Story,Digital,Colombo,49774,45-54,91650,0.0328,1.12,0.0549,37,173205,0.8087,0.7852,0.5558,1.841323,0.7179
FMCG,35-44,Negombo,123921,Customer Retention,Event Sponsorship,Presenting Sponsor,Event,Gampaha,199750,35-44,9747,0.0662,0.88,0.0589,3,-75829,0.9986,0.6868,0.5604,0.048796,0.6162
Automotive,55+,Maradana,314608,Product Launch,Web Display Inventory,Sidebar Ad,Digital,Colombo,38919,55+,478203,0.0191,0.86,0.0518,28,275689,0.8186,0.734,0.6952,12.287135,0.7471
Real Estate,35-44,Bandaragama,152461,Sales Conversion,Print Publication Ad,Newspaper Half Page,Print,Kalutara,44553,35-44,35594,0.0154,1.23,0.0735,7,107908,0.968,0.307,0.6823,0.798914,0.6001
Financial Services,35-44,Bambalapitiya,671079,Product Launch,Print Publication Ad,Classified,Digital,Colombo,79411,35-44,374938,0.0181,1.08,0.069,49,591668,0.9589,0.8154,0.5599,4.721487,0.6993
Retail,35-44,Bulathsinhala,157401,Customer Retention,Vehicle Wrap Media,Van Wrap,Visual,Kalutara,123695,35-44,17250,0.0402,1.25,0.0554,19,33706,0.8872,0.6862,0.8642,0.139456,0.7224
Luxury Goods,35-44,Kandana,60575,Website Traffic,Retail & Premises Signage,End Cap Display,Visual,Gampaha,34812,35-44,30763,0.0319,1.3,0.058,11,25763,1.0,0.7857,0.8574,0.88369,0.7394
Real Estate,25-34,Negombo,319888,Lead Generation,Social Media Placement,LinkedIn Feed,Digital,Gampaha,64443,25-34,172756,0.0366,1.38,0.0594,19,255445,0.9534,0.6185,0.6009,2.680757,0.6024
Travel & Tourism,25-34,Divulapitiya,339328,Product Launch,Web Display Inventory,Sidebar Ad,Digital,Gampaha,55108,25-34,220689,0.0291,0.96,0.0514,47,284220,1.0,0.5996,0.759,4.004664,0.7272
Fashion,35-44,Kandana,111094,Website Traffic,Digital Out-of-Home Screen,Street Level Digital,Digital,Gampaha,247609,35-44,46355,0.0353,0.91,0.0647,11,-136515,1.0,0.5985,0.5332,0.18721,0.5728
Luxury Goods,18-24,Colombo Fort,325828,Brand Awareness,Outdoor Static Structure,Building Wrap,Outdoor,Colombo,163100,18-24,22895,0.0128,0.57,0.0264,23,162728,0.88,0.757,0.7933,0.140374,0.6015
Education,18-24,Mahabage,160199,Customer Retention,Outdoor Static Structure,City Center Billboard,Digital,Gampaha,144341,18-24,32270,0.0207,0.44,0.0364,21,15858,1.0,0.7585,0.9083,0.223568,0.6737
Education,35-44,Mathugama,75518,Customer Retention,Newsletter Ad,Industry Digest,Print,Kalutara,21008,35-44,19280,0.05,1.21,0.0584,45,54510,0.8446,0.3964,0.6001,0.917746,0.742
Retail,35-44,Beruwala,414686,Product Launch,Cinema Advertising,Tickets Ad,Cinema,Kalutara,64925,35-44,23029,0.0189,1.25,0.0567,12,349761,1.0,0.3967,0.7414,0.354702,0.7191
Financial Services,35-44,Gampaha Town,133056,Sales Conversion,Web Display Inventory,Interstitial Ad,Digital,Gampaha,26941,35-44,256362,0.032,1.25,0.0682,30,106115,0.9112,0.551,0.6496,9.515682,0.743
Fashion,All Ages,Minuwangoda,417337,Brand Awareness,Print Publication Ad,Newspaper Half Page,Digital,Gampaha,56300,All Ages,126983,0.0227,0.52,0.0516,41,361037,1.0,0.7788,0.6784,2.255471,0.806
Retail,45-54,Ja-Ela,611782,Product Launch,Newsletter Ad,Special Edition,Print,Gampaha,27854,45-54,17346,0.0495,1.01,0.0508,12,583928,0.9206,0.8084,0.6369,0.622747,0.7484
Automotive,18-24,Mount Lavinia,718513,Product Launch,Native / Sponsored Content,Review Sponsorship,Digital,Colombo,85712,18-24,45249,0.0296,0.36,0.0381,12,632801,0.86,0.9298,0.7042,0.527919,0.7258
Hospitality,Young Professionals,Battaramulla,162791,Sales Conversion,Outdoor Static Structure,Transit Shelter,Digital,Colombo,153653,Young Professionals,14685,0.0241,0.66,0.0579,52,9138,0.8169,0.9795,0.7353,0.095572,0.644
Automotive,Young Professionals,Mount Lavinia,131558,App Downloads,Outdoor Static Structure,City Center Billboard,Digital,Colombo,63928,Young Professionals,105410,0.0247,0.65,0.0624,24,67630,0.7257,0.8371,0.6801,1.648886,0.5886
Education,35-44,Horana,298355,Sales Conversion,Retail & Premises Signage,End Cap Display,Visual,Kalutara,158228,35-44,17099,0.037,1.15,0.0448,31,140127,1.0,0.5682,0.9025,0.108066,0.7087
Entertainment,35-44,Colombo Fort,104975,Event Promotion,Outdoor Static Structure,Street Pole Banner,Outdoor,Colombo,134612,35-44,46606,0.0258,0.71,0.0726,17,-29637,0.8626,0.9801,0.8555,0.346225,0.576
